2022-07-14 23:57:27+00:00,1547732035849949184,"California, USA",@ShiningChar,b'RT @kylenabecker: Breaking News.\xf0\x9f\x9a\xa8\n\nEstonian prime minister Kaja Kallas has just resigned.\n\nThis follows upon the resignation announcements\xe2\x80\xa6'
2022-07-14 23:57:25+00:00,1547732025628508162,UK,Snapps I support our NHS💙🇺🇦,"b'RT @peterjukes: Thread: \n\nGiven [Putin\xe2\x80\x99s campaign of espionage and infiltration, designed to cause destruction to Britain\xe2\x80\x99s prestige and in\xe2\x80\xa6'"
2022-07-14 23:57:23+00:00,1547732019446030340,a guest on Boonwurrung lands,James M 🐀 'Just a guest here',b'RT @TobyGreenane: George Brandis thinking Boris Johnson was a brilliant man says all you need to know about both men.'
2022-07-14 23:57:22+00:00,1547732014765207552,London,GS,"b'RT @BBCRosAtkins: In the middle of everything else going on last week, Boris Johnson told MPs he met Russian oligarch and ex-KGB officer Al\xe2\x80\xa6'"
2022-07-14 23:57:22+00:00,1547732013288792068,,MarieG888,b'RT @kylenabecker: Breaking News.\xf0\x9f\x9a\xa8\n\nEstonian prime minister Kaja Kallas has just resigned.\n\nThis follows upon the resignation announcements\xe2\x80\xa6'
2022-07-14 23:57:21+00:00,1547732012672225281,Europe,Brexit Turmoil 🎀Do Gooder GirlySwot Esq🕷,"b""RT @DoubleDownNews: Peter Oborne Demolishes Boris Johnson's Legacy @obornetweets https://t.co/sbr4QKvPRl"""
2022-07-14 23:57:20+00:00,1547732006565322752,"Kirkcaldy, Scotland",Maureen Pickering,"b""RT @Iain643: Just imagine now the reaction from #bbcgms @BBCRadioScot if Scotland changed it's leader quicker than Boris Johnson changed hi\xe2\x80\xa6"""
2022-07-14 23:57:19+00:00,1547732000852701185,WEST LOTHIAN,Donald Stavert,"b""RT @pcaruanagalizia: NEW: A national security risk unseen since the Profumo Affair.\n\nWho accompanied Boris Johnson to a former KGB agent's\xe2\x80\xa6"""
2022-07-14 23:57:17+00:00,1547731994301198338,,Kyriakos Sachinidis,"b""RT @ByDonkeys: The Tory leadership candidates want credit for telling Boris Johnson to go. But here's what they recently said about him. ht\xe2\x80\xa6"""
2022-07-14 23:57:16+00:00,1547731988655640576,,Vanessa Kennedy,b'RT @tortoise: Who did Boris Johnson go to Italy with when he visited Russian oligarch Alexander Lebedev in 2018? \n\n@pcaruanagalizia had som\xe2\x80\xa6'
2022-07-14 23:57:15+00:00,1547731986009075713,United States of Multan,M Saqib,"b'RT @rreeces: we all wanted boris to resign and now we might have rishi sunak, we\xe2\x80\x99ll never win \xf0\x9f\xa4\xa3'"
2022-07-14 23:57:14+00:00,1547731982146187272,"Here, there, everywhere",sunnyside,b'RT @MrMichaelSpicer: the room next door - Boris Johnson Farewell Special\n\nAll the great hits on one sensational new album. \n\nhttps://t.co/4\xe2\x80\xa6'
2022-07-14 23:57:13+00:00,1547731976349630469,,Robert Lane,b'RT @dapice_dom: @TheRealKeean Boris is gone the Italian Prime Minister just resigned. Rutt is next. The whole WEF is falling apart.'
2022-07-14 23:57:12+00:00,1547731973031964672,,The Thick of It,"b""'Patriots' Review: Tom Hollander Stars as Putin Foe Boris Berezovsky - Variety - https://t.co/TlbgoU2RHM #ThickofIt"""
2022-07-14 23:57:11+00:00,1547731969399595009,Planet Earth,ThommytheCat3,"b'RT @TomLondon6: ""PMQs: Boris Johnson says he leaves with his head held high""\n\nThe man should leave with his hands cuffed'"
2022-07-14 23:57:10+00:00,1547731966111297542,,Denise,"b'RT @Short2Cjs: The Civil servant behind the bullying of Boris .... but on whose orders\xe2\x9d\x93\xef\xb8\x8f Sunak, with a lot of help from Cummings\xe2\x9d\x93\xef\xb8\x8f But who\xe2\x80\xa6'"
2022-07-14 23:57:10+00:00,1547731965662531585,London UK,Phillip Hart🏳️‍🌈💙😼❤️,b'RT @UKRegulator: Don\xe2\x80\x99t let Boris Johnson have another chance to abuse the honours system.  Please sign and circulate as widely as you can t\xe2\x80\xa6'
